timestamp,close,volume,return,volume_ratio_20d,volatility_20d,symbol,anomaly_score,is_flagged
2025-08-13,233.22,1586856.0,0.5888621118443252,1.150170192798194,1.9705301909850719,AAPL,0.5875482882081969,0
2025-08-14,232.78,972239.0,-0.4043186545987385,0.7071296567896743,1.7697042933993365,AAPL,0.5839814148879495,0
2025-08-15,231.65,1057450.0,-0.562472541239562,0.7600849897859874,1.6485242333019945,AAPL,0.5831917216369561,0
2025-08-18,230.895,836545.0,-0.45469542274936947,0.6036783647683825,1.541595477305527,AAPL,0.5847721774535569,0
2025-08-19,230.56,787642.0,-0.33732014622359185,0.5720456156632205,1.4400601725105016,AAPL,0.5883438806362383,0
2025-08-20,225.975,1167075.0,-1.4336621423561167,0.835858892594666,1.5165812885730323,AAPL,0.5879459498504855,0
2025-08-21,224.9,772469.0,-0.46383133880737626,0.5572594431762826,1.4337700551059482,AAPL,0.5887420807476159,0
2025-08-22,227.74,1273052.0,0.5833285808276057,0.9006982850499531,1.3809910293864702,AAPL,0.5831917216369561,0
2025-08-25,227.15,762910.0,-0.3496095798706579,0.5427700424317672,1.3184851600708225,AAPL,0.5903375780968985,0
2025-08-26,229.3,923026.0,0.3969482374431672,0.6610312061320484,1.190090571064103,AAPL,0.5824030962545877,0
2025-08-27,230.5,952676.0,0.12583472251769046,0.6792524882963781,1.0732284265390344,AAPL,0.5827972755524916,0
2025-08-28,232.595,1159353.0,0.36804866345728504,0.8408081005433745,1.006890165426879,AAPL,0.5820091835628013,0
2025-08-29,232.27,1208045.0,-0.3120788170507891,0.901833718732199,0.660860008528329,AAPL,0.5820091835628013,0
2025-09-02,229.69,1246862.0,-0.9399059359444557,0.9531750798391592,0.745642779485627,AAPL,0.5827972755524916,0
2025-09-03,238.485,1989098.0,2.3124298546551176,1.4634993901466609,0.9939836232361174,AAPL,0.6044839147795199,0
2025-09-04,239.71,1423459.0,0.07619603702255445,1.0773962529675136,0.3579073577324438,AAPL,0.5843766624159757,0
2025-09-05,239.67,2004733.0,-0.25643194433022354,1.5468598536560565,0.09495764080190006,AAPL,0.5911369474705281,0
2025-09-08,237.9,1553530.0,-0.7101005049380897,1.2608326748277934,-0.48736411261526097,AAPL,0.5839814148879495,0
2025-09-09,234.35,2133357.0,-1.1770252918598652,1.7025363826326136,-0.407582437507379,AAPL,0.601220869318279,0
2025-09-10,226.81,2755480.0,-2.2371020504612056,2.07445218123398,0.01710841089326548,AAPL,0.6257062192591943,0
2025-09-11,229.99,1333481.0,0.7173697520761668,1.0135729499026356,-0.003466385073050825,AAPL,0.5820091835628013,0
2025-09-12,234.04,1768033.0,0.9229794104587755,1.304423047780685,0.12367774505566788,AAPL,0.586356916322361,0
2025-09-15,236.745,1528759.0,0.5333137604276108,1.1086163914359115,0.1562437098738668,AAPL,0.5827972755524916,0
