date,close,volume
2024-01-21,98.45967754008498,3328325.188631905
2024-01-22,98.25390123959843,3552680.9776066956
2024-01-23,98.34142944428636,4916943.122230893
2024-01-24,96.93668125807291,2207461.7417163937
2024-01-25,96.41229853354773,1321326.0230634718
2024-01-26,96.5432211232576,3454384.540501031
2024-01-27,95.4122275458353,5610516.57549604
2024-01-28,95.80792556418096,4740645.689852532
2024-01-29,95.22728687426215,3481235.524730305
2024-01-30,94.95559312446888,2820738.094512941
2024-01-31,94.37388651223948,4164624.939513006
2024-02-01,96.24616469674842,2441043.4275181065
2024-02-02,105.4421579167582,13241498.521677656
2024-02-03,95.21495654305458,3804294.2321487395
2024-02-04,96.05750145515778,4493142.808668284
2024-02-05,94.85665780518676,7481156.959151861
2024-02-06,95.08552140019151,3677430.344013865
2024-02-07,93.14585127631173,2806113.287923688
2024-02-08,91.8376652274133,3244032.4794959654
2024-02-09,92.05452646328243,1922769.6460176185
2024-02-10,92.81299304327783,2654020.0823605047
2024-02-11,93.00436132446781,2891295.612830478
2024-02-12,92.90871304207957,2793409.583517663
2024-02-13,92.62760934649027,3421899.833283765
2024-02-14,91.16908735612284,2554262.3213017583
2024-02-15,90.46924314772814,4575878.225820215
2024-02-16,90.02860437676836,3269220.448423974
2024-02-17,91.10572660298726,3259909.211292836
2024-02-18,91.46934489255572,2962759.29118503
2024-02-19,89.72630473719299,3424812.2311635804
2024-02-20,90.07038870658779,4187144.179311004
2024-02-21,89.70530642617148,2520230.5295575694
2024-02-22,89.0483844258655,2683319.0917157372
2024-02-23,89.68006071470639,2984319.1590335513
2024-02-24,90.73106023720233,2183061.3157119565
2024-02-25,91.68234035631853,2556686.4998506145
2024-02-26,90.86312283309589,2833813.0718517588
2024-02-27,90.57391045724468,4249520.683611943
2024-02-28,90.92517388864825,3536925.478009409
2024-02-29,91.9207190157706,3464493.3944544117
2024-03-01,91.46154477792531,4219678.037415798
2024-03-02,91.29588580126149,3137034.4328651777
2024-03-03,90.20955082725547,3675278.444532702
2024-03-04,89.03334420317479,3169338.579617989
2024-03-05,89.865870025569,3539898.8272189363
2024-03-06,91.24211005413981,2744672.7325860974
2024-03-07,91.19009993255948,1572779.2771471082
2024-03-08,92.2136328304515,3139946.2859228035
2024-03-09,92.59526885549914,5009388.655824968
2024-03-10,91.97014910089402,4316107.967438368
2024-03-11,92.35154470640244,4367141.549470455
2024-03-12,93.9095812728684,4736643.007723217
