timestamp,close,volume,return,volume_ratio_20d,volatility_20d,symbol,anomaly_score,is_flagged
2025-08-12,229.63,1250550.0,0.47542979061815915,0.9269854504313144,0.22897105702007048,AAPL,0.6779919645211755,0
2025-08-13,233.22,1586856.0,-0.9736431567435219,1.150170192798194,0.3967983060983824,AAPL,0.6789844636533595,0
2025-08-14,232.78,972239.0,0.020696112309314955,0.7071296567896743,0.3851519732891772,AAPL,0.6773311045508217,0
2025-08-15,231.65,1057450.0,-0.00928158110265064,0.7600849897859874,0.36706405278976817,AAPL,0.6776614539766219,0
2025-08-18,230.895,836545.0,-0.5950101229397793,0.6036783647683825,-0.25922124177294137,AAPL,0.6786534692809056,0
2025-08-19,230.56,787642.0,-1.106520036586397,0.5720456156632205,-0.08547668973169799,AAPL,0.683635371241785,0
2025-08-20,225.975,1167075.0,-1.282544879747578,0.835858892594666,0.08801226607145067,AAPL,0.6809738227446087,0
2025-08-21,224.9,772469.0,-0.09919558919728426,0.5572594431762826,0.00648947218789686,AAPL,0.6779919645211755,0
2025-08-22,227.74,1273052.0,2.3134293909081802,0.9006982850499531,1.039273028491815,AAPL,0.6923574570780076,0
2025-08-25,227.15,762910.0,0.5671110643474016,0.5427700424317672,1.0217923769059454,AAPL,0.683635371241785,0
2025-08-26,229.3,923026.0,-0.8617059442336188,0.6610312061320484,0.9016963805711572,AAPL,0.6796469367769262,0
2025-08-27,230.5,952676.0,-0.24590530811190373,0.6792524882963781,0.8753547615497849,AAPL,0.6776614539766219,0
2025-08-28,232.595,1159353.0,1.2920262815086725,0.8408081005433745,0.28564215835645357,AAPL,0.6783226362630635,0
2025-08-29,232.27,1208045.0,0.1338169864576536,0.901833718732199,-0.3163625701227255,AAPL,0.6776614539766219,0
2025-09-02,229.69,1246862.0,-1.0101895376291867,0.9531750798391592,-1.1014500086276438,AAPL,0.6826360736893241,0
2025-09-03,238.485,1989098.0,6.965262168447294,1.4634993901466609,6.395006393014606,AAPL,0.8422854000600303,1
2025-09-04,239.71,1423459.0,0.007733252018234591,1.0773962529675136,4.283286999610598,AAPL,0.7206011906608156,1
2025-09-05,239.67,2004733.0,0.2775649471286497,1.5468598536560565,3.425236731168671,AAPL,0.7066826650697569,0
2025-09-08,237.9,1553530.0,-0.5935863142083821,1.2608326748277934,2.9016829267623594,AAPL,0.6940474953712127,0
2025-09-09,234.35,2133357.0,0.9144015546287545,1.7025363826326136,2.6354545754811785,AAPL,0.6994833900449718,0
2025-09-10,226.81,2755480.0,-0.4962847203703125,2.07445218123398,2.434248509581687,AAPL,0.715698797240497,0
