date,close,volume
2024-01-21,99.97360628245706,3596227.475551676
2024-01-22,99.83277659629127,2254650.4324647593
2024-01-23,102.08313624512321,3411880.099074715
2024-01-24,101.70402052659769,3289249.638600586
2024-01-25,101.77846508996225,3812998.328537183
2024-01-26,102.68264690515738,2475307.781008022
2024-01-27,102.59466634381444,4970457.824029871
2024-01-28,103.17027332806626,2514251.226476949
2024-01-29,103.58517996401645,3560113.3636174398
2024-01-30,104.44238498666374,2716236.99436533
2024-01-31,103.05450681626716,2794744.3492228338
2024-02-01,103.88235622990206,2387854.4418866257
2024-02-02,103.76407258526105,3679030.3342279573
2024-02-03,103.97125117059505,3745338.4275826802
2024-02-04,103.60459303508165,3313319.585217537
2024-02-05,105.28364176487364,4131736.4284600145
2024-02-06,103.25657263378112,3847490.2708808864
2024-02-07,104.67588962008729,3124531.485671081
2024-02-08,104.01688249888511,4594643.296335375
2024-02-09,105.56586763348106,3172511.3623216506
2024-02-10,106.80708359673453,4227143.65293666
2024-02-11,107.84207211351723,3023447.7304703244
2024-02-12,108.69020209586694,3013728.864603366
2024-02-13,110.97649480407712,4786429.701841419
2024-02-14,110.40153913394369,2448065.3788230307
2024-02-15,109.84026959641528,2780541.9014933193
2024-02-16,109.20437545023141,1822641.5885441902
2024-02-17,110.14952430358828,2554176.569246256
2024-02-18,108.87036295933743,2422726.849258873
2024-02-19,109.90152982654818,2560020.2921570474
2024-02-20,109.63308964378152,3101838.049280904
2024-02-21,108.5853765784262,2804006.767621812
2024-02-22,107.52777568086985,4308312.83196646
2024-02-23,106.75100191785043,6323693.44315961
2024-02-24,105.28495933599005,2641774.530138255
2024-02-25,105.81908810166361,4369683.413338085
2024-02-26,106.69087896610668,3458151.502491121
2024-02-27,107.66955240338011,2681949.4275775612
2024-02-28,107.06306835425312,3052230.9894418437
2024-02-29,107.39099936712866,2586419.585069985
2024-03-01,107.41620505206421,2736574.6547610736
2024-03-02,108.12773695970674,5958587.925514927
2024-03-03,108.59259911878405,3917003.641057059
2024-03-04,108.70287865127509,2301013.4885999477
2024-03-05,106.86453575193498,2757466.065735269
2024-03-06,106.71795570801615,3587538.397715988
2024-03-07,106.84883218815361,2281578.624972201
2024-03-08,106.17405954414261,2885136.3421949325
2024-03-09,105.92488397820362,3148231.2138208854
2024-03-10,104.64565882819285,4327203.615341319
2024-03-11,104.34455338109025,3565902.4116361886
2024-03-12,104.87042212325072,5953277.591549929
2024-03-13,106.97948169445469,1549295.1572161368
2024-03-14,105.9867724396544,2174577.6490464057
2024-03-15,105.98279836938475,3060102.114827324
2024-03-16,105.04132931934622,3305875.9577064128
2024-03-17,105.32071370825906,4779425.149673122
2024-03-18,105.40816204284195,3926317.299359808
2024-03-19,105.61792321134577,3988052.166356734
2024-03-20,106.61204278973617,3607735.057804847
2024-03-21,106.79486094743427,4182747.9065616056
2024-03-22,106.70036892732993,4842023.486636623
2024-03-23,107.90683735994658,3047629.439118708
2024-03-24,108.10662901080975,2534239.6036566123
2024-03-25,109.64307062844324,3496865.633384622
2024-03-26,108.02903860881513,4374571.56337229
2024-03-27,109.83100950981088,3686153.659345264
2024-03-28,109.2332818089237,2013772.0333005176
2024-03-29,108.16688251606494,2966583.7982959226
2024-03-30,116.415727785103,9242372.189086393
2024-03-31,106.99842676831197,2702259.304148065
2024-04-01,107.5873662633162,2056843.4394324233
2024-04-02,107.14472240777577,3574270.4235435287
2024-04-03,107.4520775126083,4616712.096180911
2024-04-04,106.49473880177001,3517435.9074333063
2024-04-05,106.29230254333407,2487359.60835291
2024-04-06,106.40923431121428,4561165.3478334155
2024-04-07,106.2408499623338,2646592.7382645775
2024-04-08,107.85245212070674,3154402.5048036925
2024-04-09,108.45826294798152,4098560.981470581
2024-04-10,108.68193833999656,3321865.070093454
2024-04-11,106.84541763959798,3022749.0461062347
2024-04-12,107.24360709576845,3258951.6401999146
2024-04-13,108.49974741094012,3169234.7579647945
2024-04-14,107.82977560740508,2874049.0185042466
2024-04-15,107.65142091519334,4415805.667047168
2024-04-16,104.64568104227074,3108137.4047737606
2024-04-17,103.420054818859,2767333.9684500583
2024-04-18,101.35601534734569,3041960.1979746725
2024-04-19,101.48013699363831,4453064.717190678
2024-04-20,101.34990349956698,2729228.311513966
2024-04-21,101.26408699645627,3530821.022307765
2024-04-22,100.8471328574804,3964675.7363573518
2024-04-23,101.88626917374563,2906500.9719995707
2024-04-24,100.67346594741467,2734510.2396107824
2024-04-25,100.61934140911522,2630471.808477009
2024-04-26,101.23573059186675,3047830.317600228
2024-04-27,101.0763380297355,3317165.155083978
2024-04-28,101.00554296196114,4665756.697527282
2024-04-29,100.20046333304549,3230952.539278213
2024-04-30,98.21508057074836,3793057.7619794975
2024-05-01,100.62384467945934,3736006.4576673964
2024-05-02,98.19253880368026,5333536.198611611
2024-05-03,98.48635344574954,4180408.934955995
2024-05-04,97.92213831767735,2824656.473406386
2024-05-05,97.87183181996288,3427225.6271169796
2024-05-06,99.66501304998896,3486968.101860203
2024-05-07,99.23838375740156,3299023.5195796615
2024-05-08,100.74775833601073,2939216.3586010947
2024-05-09,101.86806705738347,4912939.614691738
2024-05-10,101.9179633753376,4025030.985243871
2024-05-11,102.02506918625423,4330830.681123784
2024-05-12,102.22630412844585,2379825.107845307
2024-05-13,101.42113233125862,3968508.3798001925
2024-05-14,102.06797109816065,3054074.0949336975
2024-05-15,101.47527325106228,4065120.3009181675
2024-05-16,101.53101558657934,6795902.176780878
2024-05-17,99.35505297508621,3381836.0507145054
2024-05-18,98.51177028575782,3347529.2253830023
2024-05-19,99.06686964879724,2014957.0209923692
2024-05-20,97.96340635358594,4822369.584166727
2024-05-21,98.31737144630729,2205602.286653174
2024-05-22,97.83014099109327,2170478.6113952175
2024-05-23,98.84029116222139,3960260.072939489
2024-05-24,100.11823513109356,2263119.6037926464
2024-05-25,100.31586004980814,4176889.7055353597
2024-05-26,100.32099263335091,2466706.9617880736
2024-05-27,100.381428747678,3048318.9104334195
2024-05-28,100.37998397803406,4910939.673119288
2024-05-29,101.59164056103047,3418289.650377061
2024-05-30,104.11650524633292,2447278.3146846527
2024-05-31,102.80304411955798,4143460.328966816
2024-06-01,101.79477146587054,2423259.1334761176
2024-06-02,103.17794112995716,4567681.102238007
2024-06-03,102.05566653646441,4833249.757673784
2024-06-04,100.70364107155193,3300745.363954673
2024-06-05,102.83901250706842,2633948.411704801
2024-06-06,102.58473762156336,3314030.3925146367
2024-06-07,102.35459219822214,2306027.4284525327
2024-06-08,101.86576179828991,4371541.708264076
2024-06-09,102.46710252769833,2503202.7396641923
2024-06-10,101.35400244708728,2967286.327793405
2024-06-11,103.14839167167459,4113236.8215272767
2024-06-12,103.92143799567724,2586010.749962428
2024-06-13,103.88963776390933,4752123.746441409
2024-06-14,103.35793216444824,2768063.746519834
2024-06-15,103.48618910450791,3219526.6855244315
2024-06-16,104.55015875593232,2417758.3062357283
2024-06-17,107.18760138456852,4419131.549745727
2024-06-18,108.71636975892751,4049941.68486663
2024-06-19,109.74927224600017,2972151.446395922
2024-06-20,109.81231798654757,3131826.2281105486
2024-06-21,111.0648225971862,4711215.48593365
2024-06-22,110.738411756248,3707752.477667992
2024-06-23,111.09029513968764,3605024.727960721
2024-06-24,112.28099106807305,4122798.999037568
2024-06-25,112.90776475979158,3730878.4010565914
2024-06-26,112.26307176702659,3434706.020395777
2024-06-27,110.75029789342551,3465650.457582687
2024-06-28,111.27179450307806,1880778.0386128246
2024-06-29,111.42643094270298,2657174.458790981
2024-06-30,112.37642071126338,1378590.5376005815
2024-07-01,112.45431017302657,4049497.864469155
2024-07-02,112.09472653949396,2752284.658980758
2024-07-03,113.1686796432915,4555427.124271615
2024-07-04,114.18499299637612,1900268.1955019056
2024-07-05,111.91016500391602,8980009.582898218
2024-07-06,110.5966839734981,2843336.0586553104
2024-07-07,110.74651859907559,4188467.4265561174
2024-07-08,110.7012807313164,3629110.175191143
2024-07-09,110.53429568150676,4878710.993272265
2024-07-10,111.37822817974853,4269959.385393671
2024-07-11,113.41372659470953,2151668.576694032
2024-07-12,112.40227846141543,6002610.388484269
2024-07-13,112.35476068513967,5258773.961473146
2024-07-14,112.3493791267427,4093346.9060877208
2024-07-15,112.91847806968786,5680326.615530124
2024-07-16,111.37103259053889,2426411.4678029846
2024-07-17,111.85846246887887,1515350.294047192
2024-07-18,111.91516348458283,2133429.51841374
2024-07-19,113.9740628495205,1552350.2197735242
2024-07-20,114.37887364069921,3566298.1514627747
2024-07-21,113.69834608561433,5253286.750165682
2024-07-22,112.22119137873904,3875873.062392049
2024-07-23,112.14324666300122,3254936.5906372676
2024-07-24,111.41359706955794,2941808.3437400144
2024-07-25,111.009926381202,4811175.086488806
2024-07-26,111.37557884008461,3037371.0020464505
2024-07-27,111.63059664265315,4337194.862202221
2024-07-28,111.84449716040413,3224369.025240141
2024-07-29,113.25675970969306,3831646.8230668963
2024-07-30,113.6847154027701,2212001.820627139
2024-07-31,116.4181956584638,3955097.869259213
2024-08-01,116.59953058350531,4048320.0287070405
2024-08-02,116.21263439319941,3272955.029411312
2024-08-03,114.73554093208708,4126768.12730068
2024-08-04,113.44116938502492,2652311.6392251384
2024-08-05,114.3679845275274,3193736.8685201597
2024-08-06,115.03691685616052,3639525.715761671
2024-08-07,114.96721813022778,5132936.534989514
2024-08-08,114.7628393160127,3074073.3393952264
2024-08-09,113.89523446881027,3749140.3319516946
2024-08-10,113.74886688885077,3341910.800428471
2024-08-11,113.8923558629576,1848111.1306403559
2024-08-12,111.89466996208716,3578144.256513701
2024-08-13,112.63986306922388,3254741.6484266953
2024-08-14,110.63261920873866,3705724.3207819047
2024-08-15,110.98959754018766,3430747.9374447553
2024-08-16,110.96489921649476,4057753.3757449635
2024-08-17,111.27697328827561,2158855.5258339127
2024-08-18,110.64847439204671,2119035.5476747327
2024-08-19,113.17796477120848,4306778.418505899
2024-08-20,113.1000451201046,2834002.014595992
2024-08-21,113.75546129156831,3232047.0101701897
2024-08-22,113.59652568652133,5884948.628371822
2024-08-23,113.54127133177028,3421435.367813628
